Year,FIPS County Code,County Name,DHS Service Area,Judicial District,Abuse Type,Occurences,County Primary Point,US Counties,Iowa Watersheds (HUC 10),Iowa Watershed Sub-Basins (HUC 08),Iowa ZIP Code Tabulation Areas
2015,19149,Plymouth,1-Western,3-Third JD,Denial of Critical Care (Neglect),34,"(42.7378346, -96.2140431)",1838,417,36,476
2013,19189,Winnebago,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),14,"(43.3775678, -93.7341955)",1889,205,16,616
2016,19011,Benton,4-Cedar Rapids,6-SixthJD,Physical Abuse,12,"(42.0801864, -92.0656912)",1367,248,18,804
2015,19027,Carroll,1-Western,2-Second JD,Presence of Illegal Drugs in Child's System (PID),2,"(42.0362382, -94.8605593)",179,335,28,523
2014,19019,Buchanan,2-Northern,1-First JD,Physical Abuse,8,"(42.4707777, -91.8378392)",1369,95,8,270
2014,19117,Lucas,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),16,"(41.0293738, -93.3277207)",288,354,29,446
2014,19051,Davis,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,2,"(40.7476891, -92.4097173)",1747,370,31,149
2016,19129,Mills,1-Western,4-FourthJD,Physical Abuse,4,"(41.0334523, -95.6213267)",1832,442,43,816
2014,19099,Jasper,4-Cedar Rapids,5-FifthJD,Sexual Abuse,9,"(41.6860394, -93.053765)",1791,132,11,903
2013,19141,OBrien,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),1,"(43.0837527, -95.6248784)",293,427,37,211
2014,19129,Mills,1-Western,4-FourthJD,Physical Abuse,8,"(41.0334523, -95.6213267)",1832,442,43,816
2016,19027,Carroll,1-Western,2-Second JD,Denial of Critical Care (Neglect),73,"(42.0362382, -94.8605593)",179,335,28,523
2013,19111,Lee,3-Eastern,8-Eigth JD,Exposure to Manufacturing of Meth,23,"(40.6419764, -91.479264)",1827,119,10,110
2014,19093,Ida,1-Western,3-Third JD,Physical Abuse,2,"(42.3868747, -95.5134962)",1789,230,39,746
2016,19087,Henry,3-Eastern,8-Eigth JD,Denial of Critical Care (Neglect),68,"(40.9879383, -91.5445241)",282,152,13,315
2015,19103,Johnson,4-Cedar Rapids,6-SixthJD,Physical Abuse,36,"(41.6715511, -91.5880849)",1792,287,22,268
2015,19019,Buchanan,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),3,"(42.4707777, -91.8378392)",1369,95,8,270
2015,19163,Scott,3-Eastern,7-Seventh JD,Mental Injury,4,"(41.6370978, -90.6232428)",1881,100,9,99
2016,19109,Kossuth,1-Western,3-Third JD,Physical Abuse,2,"(43.20413, -94.2067199)",1794,163,24,335
2016,19113,Linn,4-Cedar Rapids,6-SixthJD,Physical Abuse,80,"(42.0789478, -91.5989646)",287,265,19,443
2015,19115,Louisa,3-Eastern,8-Eigth JD,Sexual Abuse,4,"(41.2185073, -91.2596184)",1828,149,22,587
2016,19081,Hancock,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),4,"(43.0818861, -93.7342723)",1785,18,20,897
2016,19193,Woodbury,1-Western,3-Third JD,Sexual Abuse,42,"(42.3897169, -96.0447673)",1891,222,38,622
2016,19165,Shelby,1-Western,4-FourthJD,Denial of Critical Care (Neglect),29,"(41.6850926, -95.3102113)",298,254,43,229
2013,19193,Woodbury,1-Western,3-Third JD,Denial of Critical Care (Neglect),533,"(42.3897169, -96.0447673)",1891,222,38,622
2013,19191,Winneshiek,2-Northern,1-First JD,Sexual Abuse,10,"(43.2906746, -91.8437074)",1890,41,4,855
2013,19047,Crawford,1-Western,3-Third JD,Sexual Abuse,10,"(42.0372125, -95.3819678)",275,241,41,536
2016,19187,Webster,2-Northern,2-Second JD,Denial of Critical Care (Neglect),145,"(42.4279662, -94.1817881)",1888,312,25,705
2015,19145,Page,1-Western,4-FourthJD,Sexual Abuse,2,"(40.7391444, -95.1501747)",1837,463,46,598
2016,19029,Cass,1-Western,4-FourthJD,Physical Abuse,4,"(41.3314876, -94.9278266)",1372,260,44,475
2014,19061,Dubuque,3-Eastern,1-First JD,Presence of Illegal Drugs in Child's System (PID),35,"(42.468832, -90.8824564)",1780,49,5,868
2014,19069,Franklin,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),4,"(42.7325458, -93.262473)",279,225,17,775
2013,19085,Harrison,1-Western,4-FourthJD,Sexual Abuse,4,"(41.6828528, -95.8169209)",1787,243,41,569
2014,19047,Crawford,1-Western,3-Third JD,Physical Abuse,10,"(42.0372125, -95.3819678)",275,241,41,536
2015,19159,Ringgold,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),19,"(40.7352023, -94.2439719)",297,452,51,843
2014,19187,Webster,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),15,"(42.4279662, -94.1817881)",1888,312,25,705
2014,19149,Plymouth,1-Western,3-Third JD,Physical Abuse,3,"(42.7378346, -96.2140431)",1838,417,36,476
2016,19013,Black Hawk,2-Northern,1-First JD,Physical Abuse,46,"(42.4700957, -92.3088197)",176,246,18,718
2014,19033,Cerro Gordo,2-Northern,2-Second JD,Sexual Abuse,13,"(43.0815577, -93.2608184)",1373,207,16,647
2015,19191,Winneshiek,2-Northern,1-First JD,Denial of Critical Care (Neglect),8,"(43.2906746, -91.8437074)",1890,41,4,855
2014,19195,Worth,2-Northern,2-Second JD,Physical Abuse,2,"(43.3773984, -93.2608476)",303,193,15,625
2016,19037,Chickasaw,2-Northern,1-First JD,Physical Abuse,7,"(43.0600414, -92.3176637)",1374,88,8,131
2016,19007,Appanoose,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),94,"(40.7431635, -92.8686104)",175,534,54,210
2014,19139,Muscatine,3-Eastern,7-Seventh JD,Sexual Abuse,14,"(41.4839221, -91.1127562)",1835,17,19,445
2016,19043,Clayton,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),2,"(42.8447493, -91.3414328)",274,53,6,138
2014,19163,Scott,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),72,"(41.6370978, -90.6232428)",1881,100,9,99
2015,19045,Clinton,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),321,"(41.8980358, -90.5319724)",1745,103,9,841
2016,19179,Wapello,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),163,"(41.0305845, -92.4094499)",301,363,30,799
2015,19057,Des Moines,3-Eastern,8-Eigth JD,Sexual Abuse,8,"(40.9231829, -91.1814707)",1778,115,10,411
2015,19111,Lee,3-Eastern,8-Eigth JD,Physical Abuse,19,"(40.6419764, -91.479264)",1827,119,10,110
2013,19171,Tama,4-Cedar Rapids,6-SixthJD,Sexual Abuse,14,"(42.0798117, -92.5325425)",1883,281,21,700
2014,19063,Emmet,1-Western,3-Third JD,Sexual Abuse,3,"(43.3780225, -94.6784803)",277,298,23,659
2016,19049,Dallas,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),13,"(41.6848862, -94.0397374)",1746,331,27,156
2013,19091,Humboldt,2-Northern,2-Second JD,Denial of Critical Care (Neglect),85,"(42.7764686, -94.2071868)",283,305,23,318
2016,19119,Lyon,1-Western,3-Third JD,Allows Access by Registered Sex Offender,1,"(43.380497, -96.2102924)",1829,209,34,81
2015,19187,Webster,2-Northern,2-Second JD,Denial of Critical Care (Neglect),101,"(42.4279662, -94.1817881)",1888,312,25,705
2015,19053,Decatur,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),11,"(40.7376827, -93.7862815)",1777,508,52,763
2016,19097,Jackson,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),95,"(42.1717426, -90.5742294)",1790,80,7,869
2014,19125,Marion,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),3,"(41.3344515, -93.0994367)",1830,355,29,916
2015,19007,Appanoose,4-Cedar Rapids,8-Eigth JD,Allows Access by Registered Sex Offender,2,"(40.7431635, -92.8686104)",175,534,54,210
2013,19099,Jasper,4-Cedar Rapids,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),22,"(41.6860394, -93.053765)",1791,132,11,903
2015,19123,Mahaska,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,6,"(41.3352035, -92.6409094)",290,133,11,914
2014,19003,Adams,5-Des Moines,5-FifthJD,Physical Abuse,2,"(41.0289839, -94.6991849)",1364,475,48,1
2015,19173,Taylor,1-Western,5-FifthJD,Denial of Critical Care (Neglect),7,"(40.7374324, -94.6964148)",1884,486,50,701
2015,19037,Chickasaw,2-Northern,1-First JD,Denial of Critical Care (Neglect),9,"(43.0600414, -92.3176637)",1374,88,8,131
2013,19103,Johnson,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),24,"(41.6715511, -91.5880849)",1792,287,22,268
2015,19085,Harrison,1-Western,4-FourthJD,Exposure to Manufacturing of Meth,2,"(41.6828528, -95.8169209)",1787,243,41,569
2015,19195,Worth,2-Northern,2-Second JD,Denial of Critical Care (Neglect),14,"(43.3773984, -93.2608476)",303,193,15,625
2015,19141,OBrien,1-Western,3-Third JD,Denial of Critical Care (Neglect),27,"(43.0837527, -95.6248784)",293,427,37,211
2016,19065,Fayette,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),10,"(42.8625919, -91.8443207)",278,54,6,887
2016,19149,Plymouth,1-Western,3-Third JD,Sexual Abuse,4,"(42.7378346, -96.2140431)",1838,417,36,476
2014,19179,Wapello,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),7,"(41.0305845, -92.4094499)",301,363,30,799
2016,19089,Howard,2-Northern,1-First JD,Denial of Critical Care (Neglect),51,"(43.3567673, -92.3171989)",1788,13,6,429
2014,19147,Palo Alto,1-Western,3-Third JD,Allows Access by Registered Sex Offender,1,"(43.0820643, -94.6781371)",294,304,23,348
2015,19011,Benton,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),7,"(42.0801864, -92.0656912)",1367,248,18,804
2014,19009,Audubon,1-Western,4-FourthJD,Sexual Abuse,3,"(41.6845893, -94.9058222)",1366,259,44,498
2015,19071,Fremont,1-Western,4-FourthJD,Denial of Critical Care (Neglect),18,"(40.7455892, -95.6046765)",1782,257,43,422
2015,19031,Cedar,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),37,"(41.7723207, -91.1324125)",180,17,19,721
2015,19105,Jones,4-Cedar Rapids,6-SixthJD,Physical Abuse,4,"(42.1212397, -91.1314352)",286,74,7,333
2013,19151,Pocahontas,2-Northern,2-Second JD,Physical Abuse,6,"(42.7341351, -94.6787466)",295,169,25,352
2016,19167,Sioux,1-Western,3-Third JD,Allows Access by Registered Sex Offender,3,"(43.0826174, -96.1778827)",1882,199,33,927
2016,19183,Washington,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),9,"(41.335591, -91.7178676)",302,140,13,614
2016,19181,Warren,5-Des Moines,5-FifthJD,Physical Abuse,18,"(41.3343735, -93.5613594)",1886,353,29,800
2016,19051,Davis,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,2,"(40.7476891, -92.4097173)",1747,370,31,149
2016,19163,Scott,3-Eastern,7-Seventh JD,Allows Access by Registered Sex Offender,18,"(41.6370978, -90.6232428)",1881,100,9,99
2016,19063,Emmet,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),8,"(43.3780225, -94.6784803)",277,298,23,659
2013,19155,Pottawattamie,1-Western,4-FourthJD,Sexual Abuse,22,"(41.3366123, -95.5423935)",1879,442,43,604
2016,19103,Johnson,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),16,"(41.6715511, -91.5880849)",1792,287,22,268
2013,19163,Scott,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),85,"(41.6370978, -90.6232428)",1881,100,9,99
2014,19079,Hamilton,2-Northern,2-Second JD,Denial of Critical Care (Neglect),59,"(42.3837722, -93.7068085)",281,122,11,782
2016,19055,Delaware,2-Northern,1-First JD,Physical Abuse,3,"(42.471211, -91.3673502)",276,72,7,764
2016,19127,Marshall,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),19,"(42.0358499, -92.9987706)",1831,277,21,89
2014,19017,Bremer,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),7,"(42.7745873, -92.3180548)",177,91,8,6
2013,19041,Clay,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),13,"(43.0825804, -95.1509194)",273,220,37,743
2016,19123,Mahaska,4-Cedar Rapids,8-Eigth JD,Physical Abuse,6,"(41.3352035, -92.6409094)",290,133,11,914
2016,19009,Audubon,1-Western,4-FourthJD,Physical Abuse,1,"(41.6845893, -94.9058222)",1366,259,44,498
2015,19187,Webster,2-Northern,2-Second JD,Sexual Abuse,15,"(42.4279662, -94.1817881)",1888,312,25,705
2016,19171,Tama,4-Cedar Rapids,6-SixthJD,Allows Access by Registered Sex Offender,11,"(42.0798117, -92.5325425)",1883,281,21,700
2016,19107,Keokuk,4-Cedar Rapids,8-Eigth JD,Physical Abuse,2,"(41.336465, -92.1786426)",1793,139,12,334
2013,19037,Chickasaw,2-Northern,1-First JD,Denial of Critical Care (Neglect),63,"(43.0600414, -92.3176637)",1374,88,8,131
2016,19003,Adams,5-Des Moines,5-FifthJD,Physical Abuse,2,"(41.0289839, -94.6991849)",1364,475,48,1
2014,19113,Linn,4-Cedar Rapids,6-SixthJD,Sexual Abuse,33,"(42.0789478, -91.5989646)",287,265,19,443
2013,19135,Monroe,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),1,"(41.0297826, -92.8689877)",292,359,30,556
2013,19193,Woodbury,1-Western,3-Third JD,Sexual Abuse,38,"(42.3897169, -96.0447673)",1891,222,38,622
2016,19173,Taylor,1-Western,5-FifthJD,Denial of Critical Care (Neglect),41,"(40.7374324, -94.6964148)",1884,486,50,701
2013,19047,Crawford,1-Western,3-Third JD,Allows Access by Registered Sex Offender,1,"(42.0372125, -95.3819678)",275,241,41,536
2015,19109,Kossuth,1-Western,3-Third JD,Mental Injury,2,"(43.20413, -94.2067199)",1794,163,24,335
2016,19073,Greene,1-Western,2-Second JD,Denial of Critical Care (Neglect),55,"(42.0362394, -94.3968356)",1783,180,27,780
2014,19153,Polk,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),1296,"(41.6855048, -93.5735335)",1878,342,29,503
2016,19019,Buchanan,2-Northern,1-First JD,Mental Injury,1,"(42.4707777, -91.8378392)",1369,95,8,270
2013,19031,Cedar,3-Eastern,7-Seventh JD,Physical Abuse,9,"(41.7723207, -91.1324125)",180,17,19,721
2014,19081,Hancock,2-Northern,2-Second JD,Denial of Critical Care (Neglect),9,"(43.0818861, -93.7342723)",1785,18,20,897
2016,19083,Hardin,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),8,"(42.3838803, -93.2404025)",1786,273,20,424
2013,19103,Johnson,4-Cedar Rapids,6-SixthJD,Physical Abuse,45,"(41.6715511, -91.5880849)",1792,287,22,268
2016,19189,Winnebago,2-Northern,2-Second JD,Physical Abuse,4,"(43.3775678, -93.7341955)",1889,205,16,616
2016,19023,Butler,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),9,"(42.7315661, -92.7901934)",1370,228,17,639
2014,19151,Pocahontas,2-Northern,2-Second JD,Exposure to Manufacturing of Meth,3,"(42.7341351, -94.6787466)",295,169,25,352
2014,19181,Warren,5-Des Moines,5-FifthJD,Physical Abuse,15,"(41.3343735, -93.5613594)",1886,353,29,800
2013,19187,Webster,2-Northern,2-Second JD,Denial of Critical Care (Neglect),307,"(42.4279662, -94.1817881)",1888,312,25,705
2014,19049,Dallas,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),95,"(41.6848862, -94.0397374)",1746,331,27,156
2013,19069,Franklin,2-Northern,2-Second JD,Sexual Abuse,8,"(42.7325458, -93.262473)",279,225,17,775
2016,19039,Clarke,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),36,"(41.0290323, -93.7851579)",182,349,29,133
2016,19009,Audubon,1-Western,4-FourthJD,Denial of Critical Care (Neglect),15,"(41.6845893, -94.9058222)",1366,259,44,498
2014,19087,Henry,3-Eastern,8-Eigth JD,Sexual Abuse,2,"(40.9879383, -91.5445241)",282,152,13,315
2016,19035,Cherokee,1-Western,3-Third JD,Denial of Critical Care (Neglect),40,"(42.7356226, -95.6238055)",181,429,37,286
2014,19103,Johnson,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),156,"(41.6715511, -91.5880849)",1792,287,22,268
2015,19011,Benton,4-Cedar Rapids,6-SixthJD,Allows Access by Registered Sex Offender,1,"(42.0801864, -92.0656912)",1367,248,18,804
2016,19119,Lyon,1-Western,3-Third JD,Sexual Abuse,1,"(43.380497, -96.2102924)",1829,209,34,81
2015,19045,Clinton,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),58,"(41.8980358, -90.5319724)",1745,103,9,841
2014,19143,Osceola,1-Western,3-Third JD,Denial of Critical Care (Neglect),12,"(43.3785704, -95.6236852)",1836,421,37,597
2014,19167,Sioux,1-Western,3-Third JD,Denial of Critical Care (Neglect),26,"(43.0826174, -96.1778827)",1882,199,33,927
2014,19189,Winnebago,2-Northern,2-Second JD,Sexual Abuse,2,"(43.3775678, -93.7341955)",1889,205,16,616
2013,19077,Guthrie,1-Western,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,"(41.6837548, -94.501055)",1784,336,28,310
2013,19175,Union,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),139,"(41.0277304, -94.2423792)",300,502,52,702
2016,19031,Cedar,3-Eastern,7-Seventh JD,Allows Access by Registered Sex Offender,1,"(41.7723207, -91.1324125)",180,17,19,721
2016,19015,Boone,5-Des Moines,2-Second JD,Physical Abuse,16,"(42.0365493, -93.931671)",1368,313,25,859
2016,19151,Pocahontas,2-Northern,2-Second JD,Denial of Critical Care (Neglect),28,"(42.7341351, -94.6787466)",295,169,25,352
2016,19095,Iowa,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),5,"(41.6863229, -92.065524)",284,23,22,178
2015,19055,Delaware,2-Northern,1-First JD,Allows Access by Registered Sex Offender,1,"(42.471211, -91.3673502)",276,72,7,764
2013,19181,Warren,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),164,"(41.3343735, -93.5613594)",1886,353,29,800
2015,19169,Story,5-Des Moines,2-Second JD,Sexual Abuse,16,"(42.0362415, -93.4650448)",299,126,11,230
2013,19109,Kossuth,1-Western,3-Third JD,Denial of Critical Care (Neglect),62,"(43.20413, -94.2067199)",1794,163,24,335
2016,19099,Jasper,4-Cedar Rapids,5-FifthJD,Allows Access by Registered Sex Offender,1,"(41.6860394, -93.053765)",1791,132,11,903
2015,19111,Lee,3-Eastern,8-Eigth JD,Allows Access by Registered Sex Offender,9,"(40.6419764, -91.479264)",1827,119,10,110
2015,19143,Osceola,1-Western,3-Third JD,Sexual Abuse,1,"(43.3785704, -95.6236852)",1836,421,37,597
2015,19061,Dubuque,3-Eastern,1-First JD,Allows Access by Registered Sex Offender,2,"(42.468832, -90.8824564)",1780,49,5,868
2014,19065,Fayette,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),12,"(42.8625919, -91.8443207)",278,54,6,887
2014,19029,Cass,1-Western,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),1,"(41.3314876, -94.9278266)",1372,260,44,475
2013,19093,Ida,1-Western,3-Third JD,Denial of Critical Care (Neglect),52,"(42.3868747, -95.5134962)",1789,230,39,746
2016,19135,Monroe,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),1,"(41.0297826, -92.8689877)",292,359,30,556
2014,19197,Wright,2-Northern,2-Second JD,Denial of Critical Care (Neglect),34,"(42.7331189, -93.7351465)",304,320,26,626
2015,19039,Clarke,5-Des Moines,5-FifthJD,Exposure to Manufacturing of Meth,6,"(41.0290323, -93.7851579)",182,349,29,133
2014,19075,Grundy,2-Northern,1-First JD,Denial of Critical Care (Neglect),14,"(42.4018651, -92.7914177)",280,239,18,49
2014,19109,Kossuth,1-Western,3-Third JD,Sexual Abuse,1,"(43.20413, -94.2067199)",1794,163,24,335
2015,19017,Bremer,2-Northern,2-Second JD,Allows Access by Registered Sex Offender,1,"(42.7745873, -92.3180548)",177,91,8,6
2016,19061,Dubuque,3-Eastern,1-First JD,Denial of Critical Care (Neglect),306,"(42.468832, -90.8824564)",1780,49,5,868
2015,19121,Madison,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),57,"(41.3307142, -94.0155619)",289,347,29,207
2016,19121,Madison,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),4,"(41.3307142, -94.0155619)",289,347,29,207
2013,19105,Jones,4-Cedar Rapids,6-SixthJD,Physical Abuse,9,"(42.1212397, -91.1314352)",286,74,7,333
2013,19033,Cerro Gordo,2-Northern,2-Second JD,Sexual Abuse,8,"(43.0815577, -93.2608184)",1373,207,16,647
2015,19151,Pocahontas,2-Northern,2-Second JD,Physical Abuse,9,"(42.7341351, -94.6787466)",295,169,25,352
2015,19197,Wright,2-Northern,2-Second JD,Physical Abuse,4,"(42.7331189, -93.7351465)",304,320,26,626
2016,19033,Cerro Gordo,2-Northern,2-Second JD,Denial of Critical Care (Neglect),159,"(43.0815577, -93.2608184)",1373,207,16,647
2014,19011,Benton,4-Cedar Rapids,6-SixthJD,Sexual Abuse,4,"(42.0801864, -92.0656912)",1367,248,18,804
2015,19023,Butler,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),4,"(42.7315661, -92.7901934)",1370,228,17,639
2016,19105,Jones,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),2,"(42.1212397, -91.1314352)",286,74,7,333
2013,19045,Clinton,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),330,"(41.8980358, -90.5319724)",1745,103,9,841
2016,19165,Shelby,1-Western,4-FourthJD,Mental Injury,1,"(41.6850926, -95.3102113)",298,254,43,229
2015,19069,Franklin,2-Northern,2-Second JD,Denial of Critical Care (Neglect),29,"(42.7325458, -93.262473)",279,225,17,775
2013,19061,Dubuque,3-Eastern,1-First JD,Sexual Abuse,18,"(42.468832, -90.8824564)",1780,49,5,868
2015,19161,Sac,1-Western,2-Second JD,Sexual Abuse,3,"(42.3862604, -95.1053946)",1880,324,27,97
2014,19097,Jackson,3-Eastern,7-Seventh JD,Exposure to Manufacturing of Meth,1,"(42.1717426, -90.5742294)",1790,80,7,869
2016,19045,Clinton,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),76,"(41.8980358, -90.5319724)",1745,103,9,841
2016,19149,Plymouth,1-Western,3-Third JD,Allows Access by Registered Sex Offender,1,"(42.7378346, -96.2140431)",1838,417,36,476
2015,19091,Humboldt,2-Northern,2-Second JD,Denial of Critical Care (Neglect),25,"(42.7764686, -94.2071868)",283,305,23,318
2013,19149,Plymouth,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),6,"(42.7378346, -96.2140431)",1838,417,36,476
2014,19175,Union,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),35,"(41.0277304, -94.2423792)",300,502,52,702
2016,19067,Floyd,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),1,"(43.0599208, -92.7890033)",1781,202,15,27
2015,19029,Cass,1-Western,4-FourthJD,Denial of Critical Care (Neglect),34,"(41.3314876, -94.9278266)",1372,260,44,475
2014,19009,Audubon,1-Western,4-FourthJD,Physical Abuse,12,"(41.6845893, -94.9058222)",1366,259,44,498
2015,19135,Monroe,4-Cedar Rapids,8-Eigth JD,Physical Abuse,1,"(41.0297826, -92.8689877)",292,359,30,556
2013,19167,Sioux,1-Western,3-Third JD,Denial of Critical Care (Neglect),85,"(43.0826174, -96.1778827)",1882,199,33,927
2013,19089,Howard,2-Northern,1-First JD,Sexual Abuse,3,"(43.3567673, -92.3171989)",1788,13,6,429
2016,19147,Palo Alto,1-Western,3-Third JD,Denial of Critical Care (Neglect),16,"(43.0820643, -94.6781371)",294,304,23,348
2013,19121,Madison,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,"(41.3307142, -94.0155619)",289,347,29,207
2016,19179,Wapello,4-Cedar Rapids,8-Eigth JD,Physical Abuse,13,"(41.0305845, -92.4094499)",301,363,30,799
2013,19151,Pocahontas,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),4,"(42.7341351, -94.6787466)",295,169,25,352
2014,19023,Butler,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),4,"(42.7315661, -92.7901934)",1370,228,17,639
2016,19113,Linn,4-Cedar Rapids,6-SixthJD,Allows Access by Registered Sex Offender,9,"(42.0789478, -91.5989646)",287,265,19,443
2013,19049,Dallas,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),171,"(41.6848862, -94.0397374)",1746,331,27,156
2013,19163,Scott,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),824,"(41.6370978, -90.6232428)",1881,100,9,99
2016,19053,Decatur,5-Des Moines,5-FifthJD,Sexual Abuse,11,"(40.7376827, -93.7862815)",1777,508,52,763
2013,19057,Des Moines,3-Eastern,8-Eigth JD,Mental Injury,1,"(40.9231829, -91.1814707)",1778,115,10,411
2015,19127,Marshall,2-Northern,2-Second JD,Denial of Critical Care (Neglect),183,"(42.0358499, -92.9987706)",1831,277,21,89
2013,19137,Montgomery,1-Western,4-FourthJD,Sexual Abuse,1,"(41.03014, -95.1563758)",1834,462,46,141
2015,19189,Winnebago,2-Northern,2-Second JD,Sexual Abuse,4,"(43.3775678, -93.7341955)",1889,205,16,616
2013,19039,Clarke,5-Des Moines,5-FifthJD,Exposure to Manufacturing of Meth,4,"(41.0290323, -93.7851579)",182,349,29,133
2013,19115,Louisa,3-Eastern,8-Eigth JD,Sexual Abuse,1,"(41.2185073, -91.2596184)",1828,149,22,587
2016,19111,Lee,3-Eastern,8-Eigth JD,Allows Access by Registered Sex Offender,2,"(40.6419764, -91.479264)",1827,119,10,110
2016,19075,Grundy,2-Northern,1-First JD,Physical Abuse,3,"(42.4018651, -92.7914177)",280,239,18,49
2014,19035,Cherokee,1-Western,3-Third JD,Sexual Abuse,1,"(42.7356226, -95.6238055)",181,429,37,286
2015,19049,Dallas,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),11,"(41.6848862, -94.0397374)",1746,331,27,156
2014,19045,Clinton,3-Eastern,7-Seventh JD,Allows Access by Registered Sex Offender,7,"(41.8980358, -90.5319724)",1745,103,9,841
2013,19095,Iowa,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),5,"(41.6863229, -92.065524)",284,23,22,178
2016,19099,Jasper,4-Cedar Rapids,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),5,"(41.6860394, -93.053765)",1791,132,11,903
2016,19025,Calhoun,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),4,"(42.3851848, -94.6404136)",1371,326,27,121
2014,19169,Story,5-Des Moines,2-Second JD,Denial of Critical Care (Neglect),159,"(42.0362415, -93.4650448)",299,126,11,230
2016,19191,Winneshiek,2-Northern,1-First JD,Physical Abuse,1,"(43.2906746, -91.8437074)",1890,41,4,855
2014,19183,Washington,4-Cedar Rapids,8-Eigth JD,Physical Abuse,4,"(41.335591, -91.7178676)",302,140,13,614
2013,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,4,"(41.0317596, -91.9488774)",285,147,13,326
