FIPS,Primary County Coordinates,County,City,Year,Estimate,FIPS.County.Code
1968025,"(43.0815577, -93.2608184)",Cerro Gordo,Rock Falls,2017,148,19680
1968250,"(43.0815577, -93.2608184)",Cerro Gordo,Rockwell,2017,1008,19682
1976620,"(43.0815577, -93.2608184)",Cerro Gordo,Swaledale,2017,158,19766
1977880,"(43.0815577, -93.2608184)",Cerro Gordo,Thornton,2017,408,19778
1980580,"(43.0815577, -93.2608184)",Cerro Gordo,Ventura,2017,722,19805
1999990,"(43.0815577, -93.2608184)",Cerro Gordo,Balance of Cerro Gordo County,2017,4932,19999
1903745,"(42.7356226, -95.6238055)",Cherokee,Aurelia,2017,969,19037
1913080,"(42.7356226, -95.6238055)",Cherokee,Cherokee,2017,4905,19130
1914115,"(42.7356226, -95.6238055)",Cherokee,Cleghorn,2017,218,19141
1943500,"(42.7356226, -95.6238055)",Cherokee,Larrabee,2017,132,19435
1949350,"(42.7356226, -95.6238055)",Cherokee,Marcus,2017,1050,19493
1951150,"(42.7356226, -95.6238055)",Cherokee,Meriden,2017,147,19511
1965280,"(42.7356226, -95.6238055)",Cherokee,Quimby,2017,293,19652
1982380,"(42.7356226, -95.6238055)",Cherokee,Washta,2017,229,19823
1999990,"(42.7356226, -95.6238055)",Cherokee,Balance of Cherokee County,2017,3373,19999
1901540,"(43.0600414, -92.3176637)",Chickasaw,Alta Vista,2017,253,19015
1904780,"(43.0600414, -92.3176637)",Chickasaw,Bassett,2017,64,19047
1928965,"(43.0600414, -92.3176637)",Chickasaw,Fredericksburg,2017,920,19289
1938460,"(43.0600414, -92.3176637)",Chickasaw,Ionia,2017,279,19384
1943815,"(43.0600414, -92.3176637)",Chickasaw,Lawler,2017,421,19438
1955335,"(43.0600414, -92.3176637)",Chickasaw,Nashua (pt.),2017,1596,19553
1956100,"(43.0600414, -92.3176637)",Chickasaw,New Hampton,2017,3413,19561
1957495,"(43.0600414, -92.3176637)",Chickasaw,North Washington,2017,138,19574
1965010,"(43.0600414, -92.3176637)",Chickasaw,Protivin (pt.),2017,20,19650
1999990,"(43.0600414, -92.3176637)",Chickasaw,Balance of Chickasaw County,2017,4901,19999
1955065,"(41.0290323, -93.7851579)",Clarke,Murray,2017,726,19550
1959835,"(41.0290323, -93.7851579)",Clarke,Osceola,2017,5076,19598
1986880,"(41.0290323, -93.7851579)",Clarke,Woodburn,2017,200,19868
1999990,"(41.0290323, -93.7851579)",Clarke,Balance of Clarke County,2017,3372,19999
1921360,"(43.0825804, -95.1509194)",Clay,Dickens,2017,173,19213
1926175,"(43.0825804, -95.1509194)",Clay,Everly,2017,563,19261
1928650,"(43.0825804, -95.1509194)",Clay,Fostoria,2017,228,19286
1930810,"(43.0825804, -95.1509194)",Clay,Gillett Grove,2017,48,19308
1932970,"(43.0825804, -95.1509194)",Clay,Greenville,2017,69,19329
1962625,"(43.0825804, -95.1509194)",Clay,Peterson,2017,310,19626
1968925,"(43.0825804, -95.1509194)",Clay,Rossie,2017,68,19689
1969105,"(43.0825804, -95.1509194)",Clay,Royal,2017,415,19691
1974280,"(43.0825804, -95.1509194)",Clay,Spencer,2017,11045,19742
1983010,"(43.0825804, -95.1509194)",Clay,Webb,2017,132,19830
1999990,"(43.0825804, -95.1509194)",Clay,Balance of Clay County,2017,3119,19999
1913845,"(42.8447493, -91.3414328)",Clayton,Clayton,2017,41,19138
1924060,"(42.8447493, -91.3414328)",Clayton,Edgewood (pt.),2017,285,19240
1924690,"(42.8447493, -91.3414328)",Clayton,Elkader,2017,1226,19246
1924825,"(42.8447493, -91.3414328)",Clayton,Elkport,2017,38,19248
1926850,"(42.8447493, -91.3414328)",Clayton,Farmersburg,2017,270,19268
1929685,"(42.8447493, -91.3414328)",Clayton,Garber,2017,86,19296
1929910,"(42.8447493, -91.3414328)",Clayton,Garnavillo,2017,723,19299
1933465,"(42.8447493, -91.3414328)",Clayton,Guttenberg,2017,1828,19334
1947055,"(42.8447493, -91.3414328)",Clayton,Luana,2017,275,19470
1948000,"(42.8447493, -91.3414328)",Clayton,McGregor,2017,844,19480
1949620,"(42.8447493, -91.3414328)",Clayton,Marquette,2017,457,19496
1953310,"(42.8447493, -91.3414328)",Clayton,Monona,2017,1488,19533
1957135,"(42.8447493, -91.3414328)",Clayton,North Buena Vista,2017,120,19571
1960015,"(42.8447493, -91.3414328)",Clayton,Osterdock,2017,57,19600
1964290,"(42.8447493, -91.3414328)",Clayton,Postville (pt.),2017,264,19642
1970140,"(42.8447493, -91.3414328)",Clayton,St. Olaf,2017,101,19701
1975855,"(42.8447493, -91.3414328)",Clayton,Strawberry Point,2017,1233,19758
1981345,"(42.8447493, -91.3414328)",Clayton,Volga,2017,198,19813
1999990,"(42.8447493, -91.3414328)",Clayton,Balance of Clayton County,2017,8103,19999
1902080,"(42.8447493, -90.5319724)",Clinton,Andover,2017,100,19020
1909820,"(41.8980358, -90.5319724)",Clinton,Calamus,2017,410,19098
1910135,"(41.8980358, -90.5319724)",Clinton,Camanche,2017,4305,19101
1912855,"(41.8980358, -90.5319724)",Clinton,Charlotte,2017,370,19128
1914430,"(41.8980358, -90.5319724)",Clinton,Clinton,2017,25480,19144
1919720,"(41.8980358, -90.5319724)",Clinton,Delmar,2017,496,19197
1921180,"(41.8980358, -90.5319724)",Clinton,De Witt,2017,5218,19211
1931665,"(41.8980358, -90.5319724)",Clinton,Goose Lake,2017,225,19316
1932025,"(41.8980358, -90.5319724)",Clinton,Grand Mound,2017,610,19320
1946605,"(41.8980358, -90.5319724)",Clinton,Lost Nation,2017,418,19466
1947010,"(41.8980358, -90.5319724)",Clinton,Low Moor,2017,269,19470
1949215,"(41.8980358, -90.5319724)",Clinton,Maquoketa (pt.),2017,2,19492
1978600,"(41.8980358, -90.5319724)",Clinton,Toronto,2017,120,19786
1983370,"(41.8980358, -90.5319724)",Clinton,Welton,2017,154,19833
1984945,"(41.8980358, -90.5319724)",Clinton,Wheatland,2017,731,19849
1999990,"(41.8980358, -90.5319724)",Clinton,Balance of Clinton County,2017,8102,19999
1902755,"(41.8980358, -95.3819678)",Crawford,Arion,2017,108,19027
1903340,"(42.0372125, -95.3819678)",Crawford,Aspinwall,2017,39,19033
1909145,"(42.0372125, -95.3819678)",Crawford,Buck Grove,2017,42,19091
1912900,"(42.0372125, -95.3819678)",Crawford,Charter Oak,2017,487,19129
1919765,"(42.0372125, -95.3819678)",Crawford,Deloit,2017,259,19197
1919945,"(42.0372125, -95.3819678)",Crawford,Denison,2017,8362,19199
1922215,"(42.0372125, -95.3819678)",Crawford,Dow City,2017,503,19222
1922890,"(42.0372125, -95.3819678)",Crawford,Dunlap (pt.),2017,0,19228
1941610,"(42.0372125, -95.3819678)",Crawford,Kiron,2017,270,19416
1948855,"(42.0372125, -95.3819678)",Crawford,Manilla,2017,765,19488
1966855,"(42.0372125, -95.3819678)",Crawford,Ricketts,2017,137,19668
1971130,"(42.0372125, -95.3819678)",Crawford,Schleswig,2017,874,19711
1980130,"(42.0372125, -95.3819678)",Crawford,Vail,2017,423,19801
1984630,"(42.0372125, -95.3819678)",Crawford,Westside,2017,293,19846
1999990,"(42.0372125, -95.3819678)",Crawford,Balance of Crawford County,2017,4494,19999
1900505,"(42.0372125, -94.0397374)",Dallas,Adel,2017,4386,19005
1907660,"(41.6848862, -94.0397374)",Dallas,Bouton,2017,120,19076
1914520,"(41.6848862, -94.0397374)",Dallas,Clive (pt.),2017,5419,19145
1918255,"(41.6848862, -94.0397374)",Dallas,Dallas Center,2017,1698,19182
1919135,"(41.6848862, -94.0397374)",Dallas,Dawson,2017,124,19191
1921045,"(41.6848862, -94.0397374)",Dallas,De Soto,2017,1008,19210
1921225,"(41.6848862, -94.0397374)",Dallas,Dexter,2017,575,19212
1932160,"(41.6848862, -94.0397374)",Dallas,Granger (pt.),2017,1142,19321
1933060,"(41.6848862, -94.0397374)",Dallas,Grimes (pt.),2017,16,19330
1945390,"(41.6848862, -94.0397374)",Dallas,Linden,2017,200,19453
1952545,"(41.6848862, -94.0397374)",Dallas,Minburn,2017,346,19525
1962355,"(41.6848862, -94.0397374)",Dallas,Perry,2017,7517,19623
1966045,"(41.6848862, -94.0397374)",Dallas,Redfield,2017,795,19660
1979950,"(41.6848862, -94.0397374)",Dallas,Urbandale (pt.),2017,10482,19799
1980445,"(41.6848862, -94.0397374)",Dallas,Van Meter,2017,1131,19804
1982695,"(41.6848862, -94.0397374)",Dallas,Waukee,2017,20649,19826
1983910,"(41.6848862, -94.0397374)",Dallas,West Des Moines (pt.),2017,20287,19839
1986970,"(41.6848862, -94.0397374)",Dallas,Woodward (pt.),2017,978,19869
1999990,"(41.6848862, -94.0397374)",Dallas,Balance of Dallas County,2017,10362,19999
1907030,"(41.6848862, -92.4097173)",Davis,Bloomfield,2017,2676,19070
1922350,"(40.7476891, -92.4097173)",Davis,Drakesville,2017,187,19223
1927975,"(40.7476891, -92.4097173)",Davis,Floris,2017,144,19279
1965055,"(40.7476891, -92.4097173)",Davis,Pulaski,2017,285,19650
1999990,"(40.7476891, -92.4097173)",Davis,Balance of Davis County,2017,5674,19999
1919090,"(40.7476891, -93.7862815)",Decatur,Davis City,2017,187,19190
1919360,"(40.7376827, -93.7862815)",Decatur,Decatur City,2017,182,19193
1929775,"(40.7376827, -93.7862815)",Decatur,Garden Grove,2017,201,19297
1932070,"(40.7376827, -93.7862815)",Decatur,Grand River,2017,216,19320
1942960,"(40.7376827, -93.7862815)",Decatur,Lamoni,2017,2267,19429
1944535,"(40.7376827, -93.7862815)",Decatur,Leon,2017,1843,19445
1944580,"(40.7376827, -93.7862815)",Decatur,Le Roy,2017,14,19445
1963570,"(40.7376827, -93.7862815)",Decatur,Pleasanton,2017,44,19635
1980490,"(40.7376827, -93.7862815)",Decatur,Van Wert,2017,206,19804
1983190,"(40.7376827, -93.7862815)",Decatur,Weldon,2017,116,19831
1999990,"(40.7376827, -93.7862815)",Decatur,Balance of Decatur County,2017,2674,19999
1915015,"(40.7376827, -91.3673502)",Delaware,Colesburg,2017,381,19150
1919630,"(42.471211, -91.3673502)",Delaware,Delaware,2017,152,19196
1919675,"(42.471211, -91.3673502)",Delaware,Delhi,2017,472,19196
1922800,"(42.471211, -91.3673502)",Delaware,Dundee,2017,164,19228
1923115,"(42.471211, -91.3673502)",Delaware,Dyersville (pt.),2017,257,19231
1923430,"(42.471211, -91.3673502)",Delaware,Earlville,2017,777,19234
1924060,"(42.471211, -91.3673502)",Delaware,Edgewood (pt.),2017,580,19240
1932610,"(42.471211, -91.3673502)",Delaware,Greeley,2017,244,19326
1937155,"(42.471211, -91.3673502)",Delaware,Hopkinton,2017,601,19371
1948810,"(42.471211, -91.3673502)",Delaware,Manchester,2017,5016,19488
1950205,"(42.471211, -91.3673502)",Delaware,Masonville,2017,121,19502
1969465,"(42.471211, -91.3673502)",Delaware,Ryan,2017,346,19694
1999990,"(42.471211, -91.3673502)",Delaware,Balance of Delaware County,2017,8042,19999
1909550,"(42.471211, -91.1814707)",Des Moines,Burlington,2017,25022,19095
1918435,"(40.9231829, -91.1814707)",Des Moines,Danville,2017,921,19184
1950790,"(40.9231829, -91.1814707)",Des Moines,Mediapolis,2017,1536,19507
1951735,"(40.9231829, -91.1814707)",Des Moines,Middletown,2017,340,19517
1983685,"(40.9231829, -91.1814707)",Des Moines,West Burlington,2017,2927,19836
1999990,"(40.9231829, -91.1814707)",Des Moines,Balance of Des Moines County,2017,8671,19999
1903025,"(40.9231829, -95.1508301)",Dickinson,Arnolds Park,2017,1287,19030
1942600,"(43.3779848, -95.1508301)",Dickinson,Lake Park,2017,1120,19426
1952095,"(43.3779848, -95.1508301)",Dickinson,Milford,2017,3025,19520
1958710,"(43.3779848, -95.1508301)",Dickinson,Okoboji,2017,814,19587
1959655,"(43.3779848, -95.1508301)",Dickinson,Orleans,2017,597,19596
1974415,"(43.3779848, -95.1508301)",Dickinson,Spirit Lake,2017,5096,19744
1976440,"(43.3779848, -95.1508301)",Dickinson,Superior,2017,122,19764
1977520,"(43.3779848, -95.1508301)",Dickinson,Terril,2017,345,19775
1981615,"(43.3779848, -95.1508301)",Dickinson,Wahpeton,2017,346,19816
1984450,"(43.3779848, -95.1508301)",Dickinson,West Okoboji,2017,289,19844
1999990,"(43.3779848, -95.1508301)",Dickinson,Balance of Dickinson County,2017,4158,19999
1903160,"(43.3779848, -90.8824564)",Dubuque,Asbury,2017,5586,19031
1904375,"(42.468832, -90.8824564)",Dubuque,Balltown,2017,67,19043
1904510,"(42.468832, -90.8824564)",Dubuque,Bankston,2017,27,19045
1906085,"(42.468832, -90.8824564)",Dubuque,Bernard,2017,117,19060
1911305,"(42.468832, -90.8824564)",Dubuque,Cascade (pt.),2017,1858,19113
1912630,"(42.468832, -90.8824564)",Dubuque,Centralia,2017,137,19126
1922395,"(42.468832, -90.8824564)",Dubuque,Dubuque,2017,58276,19223
1922935,"(42.468832, -90.8824564)",Dubuque,Durango,2017,20,19229
1923115,"(42.468832, -90.8824564)",Dubuque,Dyersville (pt.),2017,3963,19231
1925725,"(42.468832, -90.8824564)",Dubuque,Epworth,2017,1945,19257
1926760,"(42.468832, -90.8824564)",Dubuque,Farley,2017,1679,19267
1931845,"(42.468832, -90.8824564)",Dubuque,Graf,2017,82,19318
1936885,"(42.468832, -90.8824564)",Dubuque,Holy Cross,2017,371,19368
1947460,"(42.468832, -90.8824564)",Dubuque,Luxemburg,2017,247,19474
1956550,"(42.468832, -90.8824564)",Dubuque,New Vienna,2017,414,19565
1962130,"(42.468832, -90.8824564)",Dubuque,Peosta,2017,1699,19621
1966810,"(42.468832, -90.8824564)",Dubuque,Rickardsville,2017,178,19668
1969690,"(42.468832, -90.8824564)",Dubuque,Sageville,2017,103,19696
1972660,"(42.468832, -90.8824564)",Dubuque,Sherrill,2017,179,19726
1987060,"(42.468832, -90.8824564)",Dubuque,Worthington,2017,401,19870
1987690,"(42.468832, -90.8824564)",Dubuque,Zwingle (pt.),2017,67,19876
1999990,"(42.468832, -90.8824564)",Dubuque,Balance of Dubuque County,2017,19625,19999
1902935,"(42.468832, -94.6784803)",Emmet,Armstrong,2017,863,19029
1921675,"(43.3780225, -94.6784803)",Emmet,Dolliver,2017,60,19216
1925860,"(43.3780225, -94.6784803)",Emmet,Estherville,2017,5793,19258
1933240,"(43.3780225, -94.6784803)",Emmet,Gruver,2017,86,19332
1967170,"(43.3780225, -94.6784803)",Emmet,Ringsted,2017,380,19671
1981975,"(43.3780225, -94.6784803)",Emmet,Wallingford,2017,178,19819
1999990,"(43.3780225, -94.6784803)",Emmet,Balance of Emmet County,2017,2072,19999
1902845,"(43.3780225, -91.8443207)",Fayette,Arlington,2017,402,19028
1914250,"(42.8625919, -91.8443207)",Fayette,Clermont,2017,597,19142
1924645,"(42.8625919, -91.8443207)",Fayette,Elgin,2017,637,19246
1926355,"(42.8625919, -91.8443207)",Fayette,Fairbank (pt.),2017,285,19263
1927165,"(42.8625919, -91.8443207)",Fayette,Fayette,2017,1469,19271
1935310,"(42.8625919, -91.8443207)",Fayette,Hawkeye,2017,414,19353
1950610,"(42.8625919, -91.8443207)",Fayette,Maynard,2017,492,19506
1958620,"(42.8625919, -91.8443207)",Fayette,Oelwein,2017,5960,19586
1965550,"(42.8625919, -91.8443207)",Fayette,Randalia,2017,55,19655
1970050,"(42.8625919, -91.8443207)",Fayette,St. Lucas,2017,136,19700
1974955,"(42.8625919, -91.8443207)",Fayette,Stanley (pt.),2017,6,19749
1976260,"(42.8625919, -91.8443207)",Fayette,Sumner (pt.),2017,21,19762
1981570,"(42.8625919, -91.8443207)",Fayette,Wadena,2017,242,19815
1982650,"(42.8625919, -91.8443207)",Fayette,Waucoma,2017,247,19826
1984180,"(42.8625919, -91.8443207)",Fayette,Westgate,2017,198,19841
1984765,"(42.8625919, -91.8443207)",Fayette,West Union,2017,2346,19847
1999990,"(42.8625919, -91.8443207)",Fayette,Balance of Fayette County,2017,6289,19999
1912765,"(42.8625919, -92.7890033)",Floyd,Charles City,2017,7373,19127
1915465,"(43.0599208, -92.7890033)",Floyd,Colwell,2017,70,19154
1928020,"(43.0599208, -92.7890033)",Floyd,Floyd,2017,318,19280
1932745,"(43.0599208, -92.7890033)",Floyd,Greene (pt.),2017,0,19327
1949305,"(43.0599208, -92.7890033)",Floyd,Marble Rock,2017,290,19493
1955335,"(43.0599208, -92.7890033)",Floyd,Nashua (pt.),2017,2,19553
1956910,"(43.0599208, -92.7890033)",Floyd,Nora Springs (pt.),2017,1371,19569
1968070,"(43.0599208, -92.7890033)",Floyd,Rockford,2017,825,19680
1969195,"(43.0599208, -92.7890033)",Floyd,Rudd,2017,348,19691
1999990,"(43.0599208, -92.7890033)",Floyd,Balance of Floyd County,2017,5147,19999
1900190,"(43.0599208, -93.262473)",Franklin,Ackley (pt.),2017,39,19001
1901090,"(42.7325458, -93.262473)",Franklin,Alexander,2017,164,19010
1916815,"(42.7325458, -93.262473)",Franklin,Coulter,2017,266,19168
1922305,"(42.7325458, -93.262473)",Franklin,Dows (pt.),2017,73,19223
1930135,"(42.7325458, -93.262473)",Franklin,Geneva,2017,155,19301
1933960,"(42.7325458, -93.262473)",Franklin,Hampton,2017,4237,19339
1934365,"(42.7325458, -93.262473)",Franklin,Hansell,2017,94,19343
1943590,"(42.7325458, -93.262473)",Franklin,Latimer,2017,481,19435
1964110,"(42.7325458, -93.262473)",Franklin,Popejoy,2017,76,19641
1972210,"(42.7325458, -93.262473)",Franklin,Sheffield,2017,1118,19722
1999990,"(42.7325458, -93.262473)",Franklin,Balance of Franklin County,2017,3461,19999
1926985,"(42.7325458, -95.6046765)",Fremont,Farragut,2017,445,19269
1933780,"(40.7455892, -95.6046765)",Fremont,Hamburg,2017,1086,19337
1938055,"(40.7455892, -95.6046765)",Fremont,Imogene,2017,69,19380
1965640,"(40.7455892, -95.6046765)",Fremont,Randolph,2017,152,19656
1967575,"(40.7455892, -95.6046765)",Fremont,Riverton,2017,279,19675
1972525,"(40.7455892, -95.6046765)",Fremont,Shenandoah (pt.),2017,0,19725
1973065,"(40.7455892, -95.6046765)",Fremont,Sidney,2017,1037,19730
1976935,"(40.7455892, -95.6046765)",Fremont,Tabor (pt.),2017,894,19769
1977970,"(40.7455892, -95.6046765)",Fremont,Thurman,2017,212,19779
1999990,"(40.7455892, -95.6046765)",Fremont,Balance of Fremont County,2017,2774,19999
1913350,"(40.7455892, -94.3968356)",Greene,Churdan,2017,370,19133
1918345,"(42.0362394, -94.3968356)",Greene,Dana,2017,69,19183
1931980,"(42.0362394, -94.3968356)",Greene,Grand Junction,2017,784,19319
1939450,"(42.0362394, -94.3968356)",Greene,Jefferson,2017,4150,19394
1961815,"(42.0362394, -94.3968356)",Greene,Paton,2017,230,19618
1965505,"(42.0362394, -94.3968356)",Greene,Ralston (pt.),2017,2,19655
1967215,"(42.0362394, -94.3968356)",Greene,Rippey,2017,278,19672
1971310,"(42.0362394, -94.3968356)",Greene,Scranton,2017,530,19713
1999990,"(42.0362394, -94.3968356)",Greene,Balance of Greene County,2017,2568,19999
1905140,"(42.0362394, -92.7914177)",Grundy,Beaman,2017,187,19051
1915825,"(42.4018651, -92.7914177)",Grundy,Conrad,2017,1085,19158
1921405,"(42.4018651, -92.7914177)",Grundy,Dike,2017,1285,19214
1933195,"(42.4018651, -92.7914177)",Grundy,Grundy Center,2017,2689,19331
1936705,"(42.4018651, -92.7914177)",Grundy,Holland,2017,271,19367
1954165,"(42.4018651, -92.7914177)",Grundy,Morrison,2017,92,19541
1966315,"(42.4018651, -92.7914177)",Grundy,Reinbeck,2017,1637,19663
1975720,"(42.4018651, -92.7914177)",Grundy,Stout,2017,220,19757
1983325,"(42.4018651, -92.7914177)",Grundy,Wellsburg,2017,693,19833
1999990,"(42.4018651, -92.7914177)",Grundy,Balance of Grundy County,2017,4174,19999
1900370,"(42.4018651, -94.501055)",Guthrie,Adair (pt.),2017,18,19003
1904240,"(41.6837548, -94.501055)",Guthrie,Bagley,2017,289,19042
1904960,"(41.6837548, -94.501055)",Guthrie,Bayard,2017,454,19049
1911395,"(41.6837548, -94.501055)",Guthrie,Casey (pt.),2017,393,19113
1916050,"(41.6837548, -94.501055)",Guthrie,Coon Rapids (pt.),2017,0,19160
1933420,"(41.6837548, -94.501055)",Guthrie,Guthrie Center,2017,1503,19334
1939225,"(41.6837548, -94.501055)",Guthrie,Jamaica,2017,217,19392
1951105,"(41.6837548, -94.501055)",Guthrie,Menlo,2017,348,19511
1961320,"(41.6837548, -94.501055)",Guthrie,Panora,2017,1069,19613
1975990,"(41.6837548, -94.501055)",Guthrie,Stuart (pt.),2017,980,19759
1987285,"(41.6837548, -94.501055)",Guthrie,Yale,2017,238,19872
1999990,"(41.6837548, -94.501055)",Guthrie,Balance of Guthrie County,2017,5161,19999
1906760,"(41.6837548, -93.7068085)",Hamilton,Blairsburg,2017,206,19067
1925050,"(42.3837722, -93.7068085)",Hamilton,Ellsworth,2017,506,19250
1939675,"(42.3837722, -93.7068085)",Hamilton,Jewell Junction,2017,1175,19396
1940215,"(42.3837722, -93.7068085)",Hamilton,Kamrar,2017,195,19402
1965595,"(42.3837722, -93.7068085)",Hamilton,Randall,2017,165,19655
1974910,"(42.3837722, -93.7068085)",Hamilton,Stanhope,2017,403,19749
1975810,"(42.3837722, -93.7068085)",Hamilton,Stratford (pt.),2017,692,19758
1983145,"(42.3837722, -93.7068085)",Hamilton,Webster City,2017,7787,19831
1985800,"(42.3837722, -93.7068085)",Hamilton,Williams,2017,332,19858
1999990,"(42.3837722, -93.7068085)",Hamilton,Balance of Hamilton County,2017,3654,19999
1908605,"(42.3837722, -93.7342723)",Hancock,Britt,2017,1985,19086
1916590,"(43.0818861, -93.7342723)",Hancock,Corwith,2017,257,19165
1917670,"(43.0818861, -93.7342723)",Hancock,Crystal Lake,2017,236,19176
1928380,"(43.0818861, -93.7342723)",Hancock,Forest City (pt.),2017,327,19283
1929955,"(43.0818861, -93.7342723)",Hancock,Garner,2017,3052,19299
1931575,"(43.0818861, -93.7342723)",Hancock,Goodell,2017,131,19315
1940260,"(43.0818861, -93.7342723)",Hancock,Kanawha,2017,607,19402
1941655,"(43.0818861, -93.7342723)",Hancock,Klemme,2017,472,19416
1986700,"(43.0818861, -93.7342723)",Hancock,Woden,2017,211,19867
1999990,"(43.0818861, -93.7342723)",Hancock,Balance of Hancock County,2017,3493,19999
1900190,"(43.0818861, -93.2404025)",Hardin,Ackley (pt.),2017,1486,19001
1901045,"(42.3838803, -93.2404025)",Hardin,Alden,2017,756,19010
1909100,"(42.3838803, -93.2404025)",Hardin,Buckeye,2017,106,19091
1924465,"(42.3838803, -93.2404025)",Hardin,Eldora,2017,2653,19244
1937425,"(42.3838803, -93.2404025)",Hardin,Hubbard,2017,822,19374
1938640,"(42.3838803, -93.2404025)",Hardin,Iowa Falls,2017,5048,19386
1956415,"(42.3838803, -93.2404025)",Hardin,New Providence,2017,224,19564
1960555,"(42.3838803, -93.2404025)",Hardin,Owasa,2017,42,19605
1965370,"(42.3838803, -93.2404025)",Hardin,Radcliffe,2017,531,19653
1975180,"(42.3838803, -93.2404025)",Hardin,Steamboat Rock,2017,306,19751
1979545,"(42.3838803, -93.2404025)",Hardin,Union,2017,384,19795
1985305,"(42.3838803, -93.2404025)",Hardin,Whitten,2017,146,19853
1999990,"(42.3838803, -93.2404025)",Hardin,Balance of Hardin County,2017,4544,19999
1922890,"(42.3838803, -95.8169209)",Harrison,Dunlap (pt.),2017,971,19228
1945840,"(41.6828528, -95.8169209)",Harrison,Little Sioux,2017,164,19458
1946155,"(41.6828528, -95.8169209)",Harrison,Logan,2017,1439,19461
1948495,"(41.6828528, -95.8169209)",Harrison,Magnolia,2017,174,19484
1952860,"(41.6828528, -95.8169209)",Harrison,Missouri Valley,2017,2649,19528
1952995,"(41.6828528, -95.8169209)",Harrison,Modale,2017,262,19529
1953175,"(41.6828528, -95.8169209)",Harrison,Mondamin,2017,379,19531
1962445,"(41.6828528, -95.8169209)",Harrison,Persia,2017,293,19624
1963075,"(41.6828528, -95.8169209)",Harrison,Pisgah,2017,239,19630
1986835,"(41.6828528, -95.8169209)",Harrison,Woodbine,2017,1407,19868
1999990,"(41.6828528, -95.8169209)",Harrison,Balance of Harrison County,2017,6159,19999
1916140,"(41.6828528, -91.5445241)",Henry,Coppock (pt.),2017,29,19161
1936390,"(40.9879383, -91.5445241)",Henry,Hillsboro,2017,178,19363
1954705,"(40.9879383, -91.5445241)",Henry,Mount Pleasant,2017,8497,19547
1954795,"(40.9879383, -91.5445241)",Henry,Mount Union,2017,107,19547
1956325,"(40.9879383, -91.5445241)",Henry,New London,2017,1857,19563
1958890,"(40.9879383, -91.5445241)",Henry,Olds,2017,226,19588
1968565,"(40.9879383, -91.5445241)",Henry,Rome,2017,116,19685
1970230,"(40.9879383, -91.5445241)",Henry,Salem,2017,382,19702
1982965,"(40.9879383, -91.5445241)",Henry,Wayland,2017,952,19829
1984835,"(40.9879383, -91.5445241)",Henry,Westwood,2017,109,19848
1986385,"(40.9879383, -91.5445241)",Henry,Winfield,2017,1105,19863
1999990,"(40.9879383, -91.5445241)",Henry,Balance of Henry County,2017,6305,19999
1913125,"(40.9879383, -92.3171989)",Howard,Chester,2017,121,19131
1917220,"(43.3567673, -92.3171989)",Howard,Cresco,2017,3776,19172
1925095,"(43.3567673, -92.3171989)",Howard,Elma,2017,527,19250
1945165,"(43.3567673, -92.3171989)",Howard,Lime Springs,2017,479,19451
1965010,"(43.3567673, -92.3171989)",Howard,Protivin (pt.),2017,251,19650
1966585,"(43.3567673, -92.3171989)",Howard,Riceville (pt.),2017,312,19665
1999990,"(43.3567673, -92.3171989)",Howard,Balance of Howard County,2017,3762,19999
1907210,"(43.3567673, -94.2071868)",Humboldt,Bode,2017,290,19072
1908065,"(42.7764686, -94.2071868)",Humboldt,Bradgate,2017,83,19080
1918075,"(42.7764686, -94.2071868)",Humboldt,Dakota City,2017,816,19180
1930945,"(42.7764686, -94.2071868)",Humboldt,Gilmore City (pt.),2017,265,19309
1934455,"(42.7764686, -94.2071868)",Humboldt,Hardy,2017,42,19344
1937560,"(42.7764686, -94.2071868)",Humboldt,Humboldt,2017,4597,19375
1945975,"(42.7764686, -94.2071868)",Humboldt,Livermore,2017,363,19459
1947370,"(42.7764686, -94.2071868)",Humboldt,Lu Verne (pt.),2017,35,19473
1960420,"(42.7764686, -94.2071868)",Humboldt,Ottosen,2017,37,19604
1962985,"(42.7764686, -94.2071868)",Humboldt,Pioneer,2017,22,19629
1966450,"(42.7764686, -94.2071868)",Humboldt,Renwick,2017,265,19664
1969375,"(42.7764686, -94.2071868)",Humboldt,Rutland,2017,123,19693
1977790,"(42.7764686, -94.2071868)",Humboldt,Thor,2017,179,19777
1999990,"(42.7764686, -94.2071868)",Humboldt,Balance of Humboldt County,2017,2447,19999
1903115,"(42.7764686, -95.5134962)",Ida,Arthur,2017,195,19031
1904870,"(42.3868747, -95.5134962)",Ida,Battle Creek,2017,690,19048
1929595,"(42.3868747, -95.5134962)",Ida,Galva,2017,418,19295
1936840,"(42.3868747, -95.5134962)",Ida,Holstein,2017,1364,19368
1938010,"(42.3868747, -95.5134962)",Ida,Ida Grove,2017,2066,19380
1999990,"(42.3868747, -95.5134962)",Ida,Balance of Ida County,2017,2132,19999
1942330,"(42.3868747, -92.065524)",Iowa,Ladora,2017,274,19423
1949395,"(41.6863229, -92.065524)",Iowa,Marengo,2017,2451,19493
1952230,"(41.6863229, -92.065524)",Iowa,Millersburg,2017,153,19522
1957225,"(41.6863229, -92.065524)",Iowa,North English (pt.),2017,995,19572
1961770,"(41.6863229, -92.065524)",Iowa,Parnell,2017,245,19617
